2025-11-09 14:55:47 | INFO | __main__:<module>:85 | 🚀 User initiated invoice processing workflow
2025-11-09 14:55:47 | INFO | langgraph_workflows.workflow:run_workflow_with_checkpoints:453 | 🚀 Starting workflow execution - Thread ID: 8a09d50b-84d7-4b4a-b712-3806d8e687cc
2025-11-09 14:55:47 | INFO | langgraph_workflows.workflow:node_monitor:56 | 📋 Step: Monitor - Checking for new invoices
2025-11-09 14:55:47 | INFO | langgraph_workflows.workflow:node_monitor:60 | ✅ Monitor complete: Found 1 invoice(s) in inbox
2025-11-09 14:55:47 | INFO | langgraph_workflows.workflow:node_select_next:80 | 📄 Step: Select Next - Processing invoice 1/1: 01
2025-11-09 14:55:47 | INFO | langgraph_workflows.workflow:node_extract:95 | 🔍 Step: Extract - Extracting data from 01
2025-11-09 14:55:54 | INFO | langgraph_workflows.workflow:node_extract:99 | ✅ Extract complete for 01
2025-11-09 14:55:54 | INFO | langgraph_workflows.workflow:node_translate:117 | 🌐 Step: Translate - Translating 01 to English
2025-11-09 14:55:57 | INFO | langgraph_workflows.workflow:node_translate:129 | ✅ Translate complete for 01 (from en)
2025-11-09 14:55:57 | INFO | langgraph_workflows.workflow:node_validate:148 | ✔️ Step: Validate - Validating 01 against ERP records
2025-11-09 14:57:14 | WARNING | langgraph_workflows.workflow:node_validate:179 | ⚠️ Validate complete for 01: Found 1 issue(s)
2025-11-09 14:57:14 | INFO | langgraph_workflows.workflow:node_report:196 | 📊 Step: Report - Generating report for 01
2025-11-09 14:57:35 | INFO | langgraph_workflows.workflow:node_report:229 | ✅ Report complete for 01: Recommendation = Manual Review
2025-11-09 14:57:35 | WARNING | langgraph_workflows.workflow:node_report:231 | ⏸️ 01 requires manual review
2025-11-09 14:57:35 | WARNING | langgraph_workflows.workflow:node_human_feedback:263 | ⏸️ Workflow paused: Waiting for human feedback on 01
2025-11-09 14:57:35 | WARNING | __main__:<module>:140 | ⏸️ Workflow interrupted: 01 requires manual review
2025-11-09 14:57:56 | INFO | __main__:<module>:323 | ✅ User approved invoice: 01
2025-11-09 14:57:56 | INFO | __main__:<module>:325 | 📝 Approval feedback: hello...
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:resume_workflow:501 | ▶️ Resuming workflow - Thread ID: 8a09d50b-84d7-4b4a-b712-3806d8e687cc, Invoice: 01, Feedback: [HUMAN APPROVED] hello
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:resume_workflow:513 | 📋 Current checkpoint state: processed_count=1, needs_human_review=True
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:resume_workflow:517 | 📝 Resuming with feedback for 01...
2025-11-09 14:57:56 | WARNING | langgraph_workflows.workflow:node_human_feedback:263 | ⏸️ Workflow paused: Waiting for human feedback on 01
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:node_human_feedback:272 | ✅ Human feedback received for 01: [HUMAN APPROVED] hello
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:resume_workflow:526 | 🔄 Resumed workflow executing: human_feedback
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:node_index:300 | 📚 Step: Index - Indexing 01 into vector database
2025-11-09 14:57:56 | INFO | langgraph_workflows.workflow:node_index:375 | ✅ Indexed 1 human feedback chunks for 01
2025-11-09 14:58:02 | INFO | langgraph_workflows.workflow:node_index:380 | ✅ Index complete for 01: 8 chunk(s) indexed
2025-11-09 14:58:02 | INFO | langgraph_workflows.workflow:resume_workflow:526 | 🔄 Resumed workflow executing: index
2025-11-09 14:58:02 | INFO | langgraph_workflows.workflow:resume_workflow:529 | ✅ Workflow resumed successfully - Thread ID: 8a09d50b-84d7-4b4a-b712-3806d8e687cc, Invoice: 01
2025-11-09 15:15:16 | INFO | __main__:<module>:85 | 🚀 User initiated invoice processing workflow
2025-11-09 15:15:16 | INFO | langgraph_workflows.workflow:run_workflow_with_checkpoints:453 | 🚀 Starting workflow execution - Thread ID: 6509892d-ffe0-4e33-9326-fde6c7c616da
2025-11-09 15:15:16 | INFO | langgraph_workflows.workflow:node_monitor:56 | 📋 Step: Monitor - Checking for new invoices
2025-11-09 15:15:16 | INFO | langgraph_workflows.workflow:node_monitor:60 | ✅ Monitor complete: Found 1 invoice(s) in inbox
2025-11-09 15:15:16 | INFO | langgraph_workflows.workflow:node_select_next:80 | 📄 Step: Select Next - Processing invoice 1/1: 01
2025-11-09 15:15:16 | INFO | langgraph_workflows.workflow:node_extract:95 | 🔍 Step: Extract - Extracting data from 01
2025-11-09 15:15:22 | INFO | langgraph_workflows.workflow:node_extract:99 | ✅ Extract complete for 01
2025-11-09 15:15:22 | INFO | langgraph_workflows.workflow:node_translate:117 | 🌐 Step: Translate - Translating 01 to English
2025-11-09 15:15:25 | INFO | langgraph_workflows.workflow:node_translate:129 | ✅ Translate complete for 01 (from en)
2025-11-09 15:15:25 | INFO | langgraph_workflows.workflow:node_validate:148 | ✔️ Step: Validate - Validating 01 against ERP records
2025-11-09 15:16:42 | WARNING | langgraph_workflows.workflow:node_validate:179 | ⚠️ Validate complete for 01: Found 1 issue(s)
2025-11-09 15:16:42 | INFO | langgraph_workflows.workflow:node_report:196 | 📊 Step: Report - Generating report for 01
2025-11-09 15:17:16 | INFO | langgraph_workflows.workflow:node_report:229 | ✅ Report complete for 01: Recommendation = Manual Review
2025-11-09 15:17:16 | WARNING | langgraph_workflows.workflow:node_report:231 | ⏸️ 01 requires manual review
